"","Week","Bowfin","Brown Bullhead","Channel Catfish","Common Carp","Common Carp x Goldfish","Freshwater Drum","Gizzard Shad","Goldfish","Largemouth Bass","Northern Pike","Rainbow Trout","Rudd","White Bass","White Perch","White Sucker","Yellow Perch"
"1",9,0,0.00146175637590874,0,0,0,0,0,0,0,0.0521571406077783,0.126841508823053,0,0,0,0.00660626785821652,0.110144927536232
"2",10,0,0.0209658085616717,0,0.000264290126582166,0.000655737704918033,0,0.000135860335575029,0.0197051068609412,0,0.0564053207489893,0.197348144773929,0,0,0,0.0525399861039679,0.0640755379885815
"3",11,0.0036716878822142,0.0226768647919743,0.000222829750580481,0.00240825923266111,0.0123007085815144,0,0.00221763693375587,0.017535417056371,0.00909090909090909,0.150209418248791,0.133118756172829,0,0,0,0.0736248642054685,0.0773713385243441
"4",12,0.0234296857103291,0.0217115440028888,0.000949190472012164,0.00315548772087824,0.00739219537031604,0.000549853372434018,0.00632542689448477,0.0243803317092489,0.0197192513368984,0.0782477369589581,0.106575656606934,0.00308641975308642,0,0.0051417004048583,0.054540688957091,0.112823526282757
"5",13,0.036760099737096,0.0357304844325522,0.00251120020467442,0.00451089714048229,0.0159132224712526,0.00121546785926263,0.00681943247213149,0.0418459694427225,0.00558213716108453,0.168713989584697,0.090618261297927,0.00308641975308642,0,0.0160395498810133,0.0852920357268327,0.0820422615408772
"6",14,0.0567630734820774,0.0466939849645138,0.000845959153386143,0.00931757769468882,0.025627332947632,0.000572619805644737,0.0116166984032514,0.0390928132884934,0.015015479876161,0.0950211213170761,0.0473515216400069,0.0398456790123457,0.00357142857142857,0.011736075577539,0.154188062259738,0.120510995170562
"7",15,0.128438440686177,0.115969213497765,0.00570938952856148,0.01210839001003,0.0324011661517913,0.00391810663773778,0.033476775418963,0.109108073989576,0.0540557907430972,0.0967813562954862,0.0394285889497522,0.12709548200683,0,0.0587587684842533,0.126509822595824,0.146466759248733
"8",16,0.190090150608015,0.105936513881508,0.00921174720302582,0.0152436952717146,0.0199540992767316,0.00449658151036523,0.0314357691626464,0.0871574710859489,0.130482499341027,0.0680055336656185,0.0303153361767542,0.0359876543209877,0.0177474937343358,0.108604931161079,0.101116648236657,0.200190509425546
"9",17,0.172648733711424,0.0937712933289345,0.00997560840787634,0.0297124542423194,0.0348867496687419,0.00964781746018964,0.0429715687944589,0.125493678184405,0.129589503700208,0.0484455684698341,0.0442321919336712,0.170610717100079,0.0317143304690297,0.169879319778856,0.0883947113766773,0.142005516358164
"10",18,0.0745380374494635,0.055119495638664,0.0166166329955226,0.0454553217626877,0.0790773224138864,0.0360800696521515,0.0613084603574837,0.133594666724107,0.141515680919936,0.0413210477841081,0.0555435993911921,0.060332939322301,0.037499086980817,0.125916699397046,0.0937695135444526,0.064257874043941
